W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
iterations: 10000000
learning_rate: 1e-07
user_data_representation: average
scale_factor_output: 1.2
batch_size: 64
allow_negative_data: True
use_permutations: True
movie_amount_limit: 0
labels_data_type: decimal
limit_permutations: 64
loss: Tensor("Add_6:0", shape=(), dtype=float32)
optimizer: <tensorflow.python.training.adam.AdamOptimizer object at 0x7f6e9986c710>
use_cache: True
hidden_layers: 3
[      1200] Acc: 0.3570 | Acc s/ns: 0.8229 | d_RMSE: 1.0641 | RMSE: 1.0641 | Loss: 26.6864 |   | B. acc: 0.3583 | B. s/ns: 0.8361 | B. RMSE: 1.0641 GOOD
[      1220] Acc: 0.3562 | Acc s/ns: 0.8263 | d_RMSE: 1.0649 | RMSE: 1.0649 | Loss: 21.8450 |   | B. acc: 0.3583 | B. s/ns: 0.8361 | B. RMSE: 1.0641
[      1240] Acc: 0.3556 | Acc s/ns: 0.8289 | d_RMSE: 1.0672 | RMSE: 1.0672 | Loss: 32.5630 |   | B. acc: 0.3583 | B. s/ns: 0.8361 | B. RMSE: 1.0641
[      1260] Acc: 0.3572 | Acc s/ns: 0.8228 | d_RMSE: 1.0655 | RMSE: 1.0655 | Loss: 24.2923 |   | B. acc: 0.3583 | B. s/ns: 0.8361 | B. RMSE: 1.0641
[      1280] Acc: 0.3562 | Acc s/ns: 0.8267 | d_RMSE: 1.0700 | RMSE: 1.0700 | Loss: 22.9043 |   | B. acc: 0.3583 | B. s/ns: 0.8361 | B. RMSE: 1.0641
[      1300] Acc: 0.3572 | Acc s/ns: 0.8228 | d_RMSE: 1.0638 | RMSE: 1.0638 | Loss: 32.0740 |   | B. acc: 0.3583 | B. s/ns: 0.8361 | B. RMSE: 1.0638 GOOD
[      1320] Acc: 0.3595 | Acc s/ns: 0.8028 | d_RMSE: 1.0705 | RMSE: 1.0705 | Loss: 33.7080 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1340] Acc: 0.3566 | Acc s/ns: 0.8258 | d_RMSE: 1.0650 | RMSE: 1.0650 | Loss: 30.7423 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1360] Acc: 0.3553 | Acc s/ns: 0.8302 | d_RMSE: 1.0651 | RMSE: 1.0651 | Loss: 17.3480 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1380] Acc: 0.3562 | Acc s/ns: 0.8273 | d_RMSE: 1.0642 | RMSE: 1.0642 | Loss: 27.0612 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
